% Model,yuin.mph
% Version,COMSOL 5.4.0.388
% Date,"Aug 12 2026, 11:22"
% Table,Table 1 - Global Evaluation 1 (freq*a/(c_const))
% U,lambda (THz),freq*a/(c_const) (1)
21,1.0148156142446,1.0155181564753708
21,1.0534344493739645,1.05416372686797
21,1.0641944039655804,1.0649311304211464
21,1.0849628078726723,1.085713911995083
21,1.0849628116606367,1.0857139157856697
21,1.1417418878193826,1.142532299280907
21,1.1643600384420447,1.1651661081234186
21,1.16436006136117,1.1651661310584103
21,1.2003806179496705,1.2012116241593416
21,1.2594418231143698,1.2603137165455673
21,1.3143644958020055,1.315274411408314
21,1.3359060175736026,1.336830846065116
22,0.4874688783092788,0.487806345991478
22,0.5131342575101441,0.5134894929646402
22,0.5131342584331848,0.51348949388832
22,0.6178206990247289,0.6182484073946205
22,0.6178206994991111,0.6182484078693311
22,0.6938632211550017,0.6943435726675302
22,0.7779999126816299,0.7785385108136675
22,0.8025748424906831,0.8031304534926123
22,0.8474123437864,0.8479989951445676
22,0.847412353084524,0.8479990044491286
22,0.8618574523475456,0.8624541038462805
22,0.883124543703356,0.8837359181030725
22,0.9112494028161925,0.911880247650719
22,0.9653863645116426,0.9660546875848782
22,0.9653863666497282,0.9660546897244442
22,0.9675166780852142,0.9681864759438485
22,0.9675166789021039,0.9681864767613036
22,0.9711437823140803,0.9718160911647219
22,1.0148156142446003,1.015518156475371
22,1.0534344493739642,1.0541637268679696
22,1.0641944039655824,1.0649311304211486
22,1.084962807872672,1.085713911995083
22,1.0849628116606387,1.085713915785672
22,1.1417418878193801,1.1425322992809044
22,1.1643600384420436,1.1651661081234175
